TF,median_LPS,median_NS,effect,U,p,n_LPS,n_NS,FDR,sig
SGSM2,0.8170161344619976,0.8549778806804189,-0.0379617462184213,4508.0,0.010320026539050389,126,90,0.012019795616070453,*
ZBTB5,-0.5194130943624857,-0.5837737014267893,0.06436060706430358,6818.0,0.011276814497734704,126,90,0.01310334078962131,*
ZNF146,1.6063675184880626,1.7255261938118571,-0.11915867532379454,4543.0,0.012859819168466827,126,90,0.014907752900213301,*
ADNP,2.478808654021476,2.4241090127834752,0.05469964123800075,6779.0,0.01436999505186073,126,90,0.016619503623063227,*
GFI1,1.66920287608985,1.921436983623682,-0.2522341075338319,4566.0,0.01481633659372188,126,90,0.017095772992756015,*
ZNF675,1.480037885886256,1.4441808135064877,0.03585707237976821,6766.0,0.015555915273523018,126,90,0.017907390838125335,*
KMT2A,0.43836154376426995,0.3977952828635375,0.040566260900732454,6764.0,0.015745810827982838,126,90,0.01808393586972507,*
ZNF721,-1.0726965707293243,-0.7522693909762816,-0.3204271797530427,4596.0,0.017759764225375476,126,90,0.020349729841576066,*
HIC1,0.9598359136945357,1.1382682165162152,-0.17843230282167954,4646.0,0.023810388910109077,126,90,0.02721972866167204,*
VEZF1,2.3191168660051593,2.293295436525428,0.025821429479731428,6680.0,0.02579666892794879,126,90,0.029422468016900117,*
ZNF512B,1.6093476078340752,1.5326184314094786,0.07672917642459653,6603.0,0.03947302204348888,126,90,0.04491757680810804,*
CUX1,6.540307177135069,6.941932614128502,-0.40162543699343356,4740.0,0.040111709442423336,126,90,0.04553967012385218,*
ZNF92,1.2163276518051438,1.157934845685279,0.05839280611986486,6582.0,0.044130660801173796,126,90,0.04998781944297718,*
MLX,3.2456059629768053,3.350415131923696,-0.10480916894689063,4793.0,0.0529218806747747,126,90,0.05980897473519058,ns
RFX5,2.193374200611932,1.7378144175076171,0.4555597831043148,6541.0,0.054566996741811286,126,90,0.06152770703233846,ns
MYBL1,1.1569810929098585,1.2062793726986527,-0.0492982797887942,4857.0,0.07277680539753258,126,90,0.08187390607222415,ns
ZNF845,2.4766672307989253,2.6380721492900836,-0.16140491849115834,4865.0,0.07564039393160031,126,90,0.08490248298444933,ns
CREB3,1.9337714377481683,1.888671214528864,0.04510022321930429,6458.0,0.08203109391893865,126,90,0.09186740156080234,ns
RBAK,2.634956782418454,2.769396766904726,-0.13443998448627204,4886.0,0.08359673854690004,126,90,0.09340944826346619,ns
ZFP14,1.4196420123359466,1.4744590599597729,-0.05481704762382633,4901.0,0.08968465017502247,126,90,0.09998626539782911,ns
DOT1L,4.269301201489714,4.329874778914385,-0.06057357742467051,4920.0,0.0979029571022906,126,90,0.10890328936097494,ns
RFX2,8.138366915056324,8.30511403399099,-0.16674711893466565,4928.0,0.10153857484572275,126,90,0.11269415818079094,ns
SATB1,-1.5948149348114558,-1.6606168677032829,0.06580193289182712,6405.0,0.10480720337881255,126,90,0.11606166817116825,ns
ZNF91,-1.1508355555969283,-1.1974084423218248,0.046572886724896456,6365.0,0.12511558940294917,126,90,0.1382415552554907,ns
SP4,2.0237415914229007,2.004885945157234,0.018855646265666604,6356.0,0.13008259755797832,126,90,0.14340954519198057,ns
MGA,1.9454316761933867,1.9137480889817968,0.031683587211589925,6338.0,0.14047426663908738,126,90,0.15452169330299612,ns
HSF2,1.050362435164478,1.0463348694616408,0.004027565702837244,6280.0,0.17831962975777893,126,90,0.19571666680731833,ns
TCF7,4.747416793561772,4.900867803866362,-0.15345101030458963,5079.0,0.19223712518787417,126,90,0.2105251702831808,ns
ZBTB41,2.937712784475361,2.961749068144599,-0.024036283669238045,6251.0,0.19987534061943157,126,90,0.2184068291536835,ns
TSHZ3,6.372707589082097,6.2725854106075545,0.10012217847454252,6237.0,0.21093780542616858,126,90,0.22998725481487542,ns
EOMES,1.518442259711506,1.5722216938536149,-0.05377943414210895,5168.0,0.2680982739228205,126,90,0.2916673529490025,ns
ZNF700,3.2906672857835426,3.383049123506339,-0.09238183772279651,5188.0,0.28765180081592423,126,90,0.3122535995699177,ns
ZNF513,0.5018266191976135,0.43201086353589035,0.06981575566172316,6151.0,0.28865411003412533,126,90,0.3126559835161752,ns
ZNF639,1.6943775802190812,1.7038925995566752,-0.00951501933759391,6130.0,0.31024653221461473,126,90,0.33531011669483474,ns
SPEN,1.6832555260705209,1.6985595558235282,-0.015304029753007375,5215.0,0.31554085169227475,126,90,0.3402891537857865,ns
ZNF483,0.5179825136798947,0.5065742004190884,0.011408313260806269,6122.0,0.3187457615600089,126,90,0.34299815646131393,ns
ZNF160,1.2924695247217015,1.5380160809030283,-0.2455465561813268,5224.0,0.32521929692257967,126,90,0.34920510190168536,ns
ZNF804A,2.576391752901084,2.5929986375283214,-0.016606884627237584,5230.0,0.33177776521610314,126,90,0.35547617701725337,ns
NME2,0.32682692196944624,0.33903762217193334,-0.012210700202487101,5233.0,0.3350888341461341,126,90,0.3582483216033183,ns
ZNF354C,-1.950192199112065,-1.8183656659815632,-0.13182653313050174,5254.0,0.3588594650226793,126,90,0.38283498962548757,ns
ZBTB7A,1.2744333999617123,1.2777100140144302,-0.003276614052717841,5259.0,0.36467172665225667,126,90,0.38819893482337,ns
ZNF444,-0.5201570093057977,-0.5273738856920629,0.007216876386265225,5266.0,0.3729070871077643,126,90,0.39611375132691706,ns
ZNF787,1.1595324911237974,1.130847606076994,0.028684885046803332,6057.0,0.39338186801177966,126,90,0.4169679329032782,ns
NR1D2,2.2944482896964686,2.3746493328836187,-0.08020104318715005,5286.0,0.3970644891730405,126,90,0.41997205585610053,ns
ZNF451,2.7835416567292435,2.799585848408535,-0.016044191679291497,6051.0,0.40076782936281996,126,90,0.4229852356814411,ns
ZBTB24,-1.0241057078292184,-0.9773561508270386,-0.046749557002179754,5310.0,0.4272671430780589,126,90,0.4499941187737003,ns
ZNF8,2.659904874819373,2.7808027262916113,-0.1208978514722383,5317.0,0.43632212338830645,126,90,0.4585550978284749,ns
ZNF14,-0.6911568812687807,-0.6546028932201968,-0.036553988048583896,6022.0,0.4376246600195427,126,90,0.45894959048659667,ns
NR1H3,1.2663979595052832,1.2813537538294568,-0.014955794324173599,5319.0,0.43892943123032624,126,90,0.4593447536131321,ns
ZNF506,0.5959880981918435,0.7210914473541384,-0.12510334916229493,5344.0,0.4722670611152304,126,90,0.4931902853418546,ns
MYSM1,4.808019078824129,4.973197389972112,-0.16517831114798298,5366.0,0.502721942395137,126,90,0.5238891820749323,ns
NR3C2,1.7914858449147073,1.7723081246566994,0.019177720258007902,5972.0,0.5055411455745995,126,90,0.5257203089483755,ns
MBD1,0.9283905698974853,0.9209601162882868,0.007430453609198473,5374.0,0.5140484440815518,126,90,0.5334464985751953,ns
ZNF493,-1.5953608113219502,-1.5816834840170995,-0.013677327304850717,5915.0,0.5892490517053735,126,90,0.610205607937573,ns
E2F4,1.944378943066153,1.9068979961222845,0.03748094694386861,5913.0,0.5922986198351676,126,90,0.6120831248818538,ns
ZNF367,-0.3771509718102694,-0.34103947335789586,-0.03611149845237355,5435.0,0.6045686744700405,126,90,0.6234614455472293,ns
ZNF184,1.5089726823693077,1.6142138000625055,-0.10524111769319777,5444.0,0.618507130732716,126,90,0.6351888583250921,ns
BCL11B,0.32807692150561496,0.44315364873653706,-0.1150767272309221,5444.0,0.618507130732716,126,90,0.6351888583250921,ns
ZNF253,-0.015158462424322106,0.043930636148318124,-0.05908909857264023,5465.0,0.6515619592305335,126,90,0.6677498339940251,ns
ZNF566,0.8137138285123329,0.8347528799660807,-0.021039051453747848,5480.0,0.6756041402013719,126,90,0.6909587797514032,ns
BPTF,3.8399803659457126,3.920374152987622,-0.08039378704190936,5514.0,0.7313068786216907,126,90,0.746385370964406,ns
RORA,3.6355694266557013,3.6444445735414326,-0.008875146885731322,5810.0,0.7580403878807085,126,90,0.7720781728414624,ns
ZNF800,4.252095173108372,4.325528721495837,-0.07343354838746485,5537.0,0.7698300844852735,126,90,0.7824761639018694,ns
KLF12,0.6560837467481012,0.846894902075725,-0.19081115532762383,5538.0,0.7715187498796577,126,90,0.7825856171935053,ns
LEF1,2.9513074519438023,2.949066949463989,0.0022405024798133333,5544.0,0.7816732250775249,126,90,0.7912643075938135,ns
ZBTB37,1.922829137058911,1.9292943084890273,-0.006465171430116268,5552.0,0.7952703475117525,126,90,0.8033853510577907,ns
ZNF770,1.8843619345977962,1.9581943521230913,-0.07383241752529512,5555.0,0.8003855871913628,126,90,0.8069060400401723,ns
MYPOP,0.5759355225896051,0.5708547993560704,0.005080723233534701,5574.0,0.8329724960619458,126,90,0.8380515966476894,ns
ZNF138,-0.7701050127692297,-0.6753033358173148,-0.09480167695191488,5618.0,0.90945464964605,126,90,0.9131441208413688,ns
NR1H2,0.6472988633552531,0.6306671119607011,0.016631751394551975,5680.0,0.9832626753271488,126,90,0.9852530856010905,ns
ZNF549,-1.2366279362798873,-1.1870152764574702,-0.04961265982241714,5667.0,0.9955951401709202,126,90,0.9955951401709202,ns
