TF,median_LPS,median_NS,effect,U,p,FDR,sig
THYN1,-2.5837754584173087,-1.3204683035801346,-1.2633071548371742,1469.0,7.620985781279766e-26,1.3132842656301293e-25,***
ZNF133,0.8220085897998164,1.052981883243295,-0.2309732934434785,1497.0,1.3285774207851866e-25,2.281050204068684e-25,***
ZNF696,0.5510214117987979,0.7350674531681897,-0.18404604136939173,1501.0,1.4380437866955992e-25,2.459950360391373e-25,***
ZNF497,0.8853504122266056,1.502907394142733,-0.6175569819161275,1530.0,2.548824413894542e-25,4.344164238280114e-25,***
POGK,1.6925238982988682,1.810736662519566,-0.11821276422069782,1557.0,4.331311478407172e-25,7.3553544015132705e-25,***
NFYC,2.8586700026000815,3.42210873143674,-0.5634387288366587,1570.0,5.585997448652091e-25,9.451669596088863e-25,***
STAT1,7.615975447694292,2.1255087888526027,5.490466658841689,12562.0,7.060837113957734e-25,1.1904010585625494e-24,***
FOXO3,2.38660027357843,1.3019064309520199,1.0846938426264103,12537.0,1.1485395313011958e-24,1.9293811550994904e-24,***
ZSCAN20,2.6879069787495866,1.976164135199078,0.7117428435505087,12536.0,1.1710564780251731e-24,1.9601554668019924e-24,***
FOSL1,3.238122003142599,0.8491996526341157,2.388922350508483,12426.0,9.701467016105307e-24,1.618066105900421e-23,***
IKZF1,1.627127260274583,1.132179183271317,0.49494807700326593,12421.0,1.0669424478470812e-23,1.7731748154611635e-23,***
MZF1,5.980115807642753,6.837069781112646,-0.856953973469893,1740.0,1.4732958216375956e-23,2.439819676258004e-23,***
ZNF438,7.978481911707881,6.046737049459699,1.9317448622481823,12363.0,3.195182279749292e-23,5.272615281423743e-23,***
ZBTB18,2.444104370077247,3.456655085478638,-1.012550715401391,1784.0,3.3806180824420187e-23,5.5589741003536e-23,***
CARF,0.6030711978712671,1.7880798909302134,-1.1850086930589463,1788.0,3.6445356753998217e-23,5.971923369865672e-23,***
THAP8,0.9631554744729458,3.2364028764100246,-2.2732474019370787,1812.0,5.714918182300658e-23,9.331702066903523e-23,***
CCDC17,1.0289001255038415,1.2355029595592135,-0.20660283405537205,1817.0,6.274828654876793e-23,1.0174808964678689e-22,***
DNTTIP1,3.142395007798383,4.251318658451058,-1.1089236506526747,1817.0,6.274828654876793e-23,1.0174808964678689e-22,***
ZNF234,0.7070782052340552,1.0112939412639173,-0.30421573602986207,1871.0,1.7123090118872681e-22,2.766949164537558e-22,***
IRF3,5.233855308137903,6.443157070340795,-1.2093017622028919,1881.0,2.0598462236004403e-22,3.3170627117979503e-22,***
VDR,9.526845779985553,7.321450984903292,2.2053947950822614,12243.0,2.977734735095253e-22,4.778701447730182e-22,***
TCF7L2,4.223412567963327,2.547578932678526,1.6758336352848007,12231.0,3.7121551364171694e-22,5.936905646256227e-22,***
HMBOX1,3.5479097671804083,3.9178536350887674,-0.3699438679083591,1950.0,7.302184796300863e-22,1.163863583574233e-21,***
SMAD3,-1.9552265503269632,-1.1937794369758574,-0.7614471133511058,1952.0,7.573145864368392e-22,1.2029452784557956e-21,***
ANKZF1,0.5443257009228248,2.6904412645756928,-2.146115563652868,1958.0,8.447155896590417e-22,1.3372277300704152e-21,***
ZBTB11,1.4956263637640048,3.160289224260812,-1.664662860496807,1971.0,1.0697879328847044e-21,1.6878073130309357e-21,***
ZNF576,1.2612818395522998,1.5225808610276257,-0.2612990214753259,2016.0,2.412306780198188e-21,3.793088438897487e-21,***
ZNF768,1.1093150594587722,1.708176693438603,-0.5988616339798307,2019.0,2.546044106909155e-21,3.989941603780454e-21,***
CTCF,1.6642948720657837,1.8075410209165421,-0.14324614885075837,2034.0,3.3329485495216088e-21,5.205642048918366e-21,***
SNAPC4,3.7404032120022457,4.128693836866082,-0.3882906248638367,2038.0,3.58064422138321e-21,5.573869504619864e-21,***
CXXC1,5.294952200337372,5.959593976427055,-0.6646417760896828,2050.0,4.438269066302069e-21,6.885952338747729e-21,***
E2F6,0.8864479882927457,1.2220940967376843,-0.3356461084449386,2068.0,6.119048247812355e-21,9.462236860027714e-21,***
ZBTB4,-0.15073489246398947,0.8157693805473647,-0.9665042730113542,2073.0,6.688652546043987e-21,1.0308913330041393e-20,***
RARA,3.265672725824159,3.778000368060703,-0.5123276422365439,2147.0,2.4717706614554464e-20,3.797095062170044e-20,***
ZNF500,2.8973571539348515,3.201358983864906,-0.3040018299300544,2158.0,2.9969845196030233e-20,4.5888254775561043e-20,***
PAX5,0.7014045738255357,-0.6167278779983627,1.3181324518238984,11968.0,4.104069947034276e-20,6.263400866879109e-20,***
ZNF671,-0.3722425603531023,-0.17142197565515385,-0.20082058469794847,2249.0,1.4517748318263252e-19,2.2084001513449314e-19,***
PRDM2,0.1402403079755625,-0.20190233407444025,0.3421426420500028,11887.0,1.665479579591459e-19,2.5252563755493876e-19,***
REXO4,2.0998649639654747,2.9054379869664584,-0.8055730230009837,2270.0,2.080885032783172e-19,3.144897444368095e-19,***
ZBTB25,1.7290987750203555,2.6262757225079083,-0.8971769474875528,2296.0,3.2426450494060915e-19,4.884887864750467e-19,***
ZNF710,5.199318625844169,6.72153268470149,-1.5222140588573208,2326.0,5.394113177976432e-19,8.099841974646282e-19,***
ZNF683,-0.7958064069224209,0.5421132502144006,-1.3379196571368215,2338.0,6.606136556960508e-19,9.888031320835119e-19,***
ZNF362,0.5333877387426653,0.9872411036540694,-0.45385336491140404,2382.0,1.383100549194132e-18,2.0636036948040246e-18,***
SPI1,8.037873475975232,9.8138383042638,-1.7759648282885685,2397.0,1.7765815927592257e-18,2.6422407764922243e-18,***
GATA2,0.2104862381225891,-0.37140729378125575,0.5818935319038449,11708.0,3.3938793773064078e-18,5.0315608546098175e-18,***
ZNF248,1.3450640437560843,1.891341572872887,-0.5462775291168027,2461.0,5.124928255203783e-18,7.573865491076476e-18,***
ZNF688,1.1747623032522263,1.3177029619805722,-0.14294065872834594,2462.0,5.2098811429901036e-18,7.675124586045357e-18,***
THAP7,5.028897743659792,5.518808774587958,-0.489911030928166,2487.0,7.849423233459093e-18,1.1527297641589297e-17,***
ZKSCAN8,0.33320707450971143,1.0827325931362832,-0.7495255186265718,2505.0,1.0529812108830118e-17,1.541511678628108e-17,***
ZNF668,2.8082251245536396,3.06807110310626,-0.2598459785526206,2521.0,1.365894041997923e-17,1.993351617540719e-17,***
NFATC2,2.3018015011973345,1.923063809376682,0.3787376918206524,11617.0,1.505535601335058e-17,2.1902963421291967e-17,***
ZEB2,6.860166474734994,5.307628991332752,1.5525374834022418,11610.0,1.6863279568209036e-17,2.4456992417247268e-17,***
CREBZF,1.8889344314117813,2.4545146483146727,-0.5655802169028914,2637.0,8.771752841975968e-17,1.268237949598383e-16,***
KAT7,1.2525323732888236,1.5005820428185186,-0.24804966952969498,2769.0,6.878090075920859e-16,9.913790325478522e-16,***
TSHZ2,1.4485497971607297,1.2176742899283814,0.2308755072323483,11351.0,9.937114744079075e-16,1.4278869493799778e-15,***
ARID3A,5.477804465004953,4.6131172450009075,0.8646872200040452,11307.0,1.9407006593998e-15,2.78008345993775e-15,***
AKNA,2.531709309369624,3.665706898201287,-1.133997588831663,2877.0,3.5456706787496505e-15,5.063694822556841e-15,***
ZNF395,0.5226939905973991,2.6165839438634437,-2.0938899532660447,2885.0,3.997211524708247e-15,5.691151774508388e-15,***
MXI1,0.2708805462150174,1.538703988596861,-1.2678234423818435,2904.0,5.308970167328547e-15,7.535833033867573e-15,***
GMEB1,1.8533232435589013,1.2594785335656076,0.5938447099932938,11231.0,6.070208257902912e-15,8.590264413456545e-15,***
ZNF623,1.3773204099051262,1.615011422097585,-0.23769101219245892,2939.0,8.925496849930002e-15,1.2592770480112722e-14,***
ZNF548,3.2707957716036775,3.6093836431366606,-0.3385878715329831,2947.0,1.0044866632475269e-14,1.4129375654716719e-14,***
SLC2A4RG,1.091008611050603,1.399314265384192,-0.3083056543335889,2962.0,1.252835458943323e-14,1.7569794574370323e-14,***
ZNF654,1.2886655559255726,1.13769914175897,0.15096641416660272,11176.0,1.368293095819973e-14,1.913152322598585e-14,***
ZNF224,2.823839513306537,3.070666521610157,-0.24682700830362014,2982.0,1.6799651844890178e-14,2.3419216153921532e-14,***
ZNF821,1.1194114987054309,1.6129358284655433,-0.4935243297601124,2983.0,1.7047267968885064e-14,2.3693673040087276e-14,***
SOX13,-0.4858805335009446,0.4551859063138488,-0.9410664398147934,2988.0,1.834022848063461e-14,2.5415094066636094e-14,***
RFX7,-0.12595653589119293,0.8050304911578736,-0.9309870270490666,3004.0,2.316070257163213e-14,3.2000142310509475e-14,***
TET1,1.999381469820102,2.369470391268254,-0.370088921448152,3006.0,2.384476308291426e-14,3.284809545640401e-14,***
ZNF606,2.452009759106133,2.7210706798743627,-0.26906092076822974,3035.0,3.630907242620521e-14,4.987157889128775e-14,***
GATA3,1.4225077311945267,1.5933782971989872,-0.1708705660044605,3054.0,4.775050777471431e-14,6.539439041287854e-14,***
ZNF345,1.8491620584593895,2.2006271330064813,-0.35146507454709175,3086.0,7.552815108201676e-14,1.0313346945994686e-13,***
TMF1,1.0236853650996771,0.9127594164758916,0.11092594862378546,11036.0,1.0330417040208072e-13,1.406502844832994e-13,***
ZNF761,1.8777179226035758,2.0641862395711406,-0.18646831696756472,3131.0,1.4306415582511967e-13,1.9421790921607816e-13,***
MAFF,2.9832357607772293,1.7304952108162492,1.25274054996098,10986.0,2.09181110680843e-13,2.831524019940686e-13,***
E4F1,3.3769959020248352,3.574572342176345,-0.19757644015150966,3169.0,2.4402092990014084e-13,3.2935772908487214e-13,***
RORC,-2.2948133204087835,-1.1014428413165023,-1.1933704790922812,3172.0,2.5447330113464397e-13,3.424755954751549e-13,***
ZNF25,1.6583008781372162,2.029697688974296,-0.37139681083707976,3215.0,4.626361486983544e-13,6.208364409256653e-13,***
ZNF721,-1.5078555362169972,-0.755886150540704,-0.7519693856762932,3253.0,7.804384418123788e-13,1.044311611250375e-12,***
CREBL2,2.4968396939505304,3.0342001733137325,-0.5373604793632021,3291.0,1.3099921444940584e-12,1.7479038042249294e-12,***
ELK4,0.804741833698066,0.5507122632266799,0.2540295704713861,10835.0,1.6713124019849958e-12,2.2236549621851654e-12,***
MTERF3,-0.09371397142318716,0.03068803740880325,-0.1244020088319904,3334.0,2.3398054291310338e-12,3.1042304983073658e-12,***
ZNF354B,1.9502363137476548,2.2114629194921513,-0.2612266057444965,3371.0,3.8345889105954064e-12,5.072954734413753e-12,***
USF3,0.11652180104195126,0.0685293439510445,0.04799245709090676,10731.0,6.679750794735438e-12,8.811987630343079e-12,***
SPIB,1.1325222501545085,0.45756778211665305,0.6749544680378554,10724.0,7.322789695119843e-12,9.633078274988638e-12,***
NFE2L1,0.4002486573984245,-0.19013640322089942,0.5903850606193239,10709.0,8.911771048867138e-12,1.1690441235452118e-11,***
TIGD1,1.8421720844112155,1.986728853735823,-0.14455676932460748,3464.0,1.2998593691721444e-11,1.7003762616341496e-11,***
THAP12,2.2093409194517153,2.55472469210858,-0.3453837726568647,3588.0,6.318750861342987e-11,8.242616347059147e-11,***
VENTX,1.624062541518223,1.8663602540567186,-0.24229771253849552,3596.0,6.984668434925252e-11,9.085905735682708e-11,***
POU6F1,1.209302531923965,1.2710913505247385,-0.061788818600773565,3622.0,9.658427013566032e-11,1.252912615370927e-10,***
ZGPAT,1.0518950641032598,0.9734768291091449,0.07841823499411493,10511.0,1.1070171667101934e-10,1.4320692987636022e-10,***
AHR,1.518241282957641,1.3793816977693156,0.13885958518832542,10486.0,1.5070767185000162e-10,1.9388562742135195e-10,***
ATF6,3.180929113028711,2.8792306813304474,0.3016984316982638,10486.0,1.5070767185000162e-10,1.9388562742135195e-10,***
ZNF837,2.017879379154502,2.1036189222216977,-0.08573954306719545,3681.0,1.9978919125307588e-10,2.5632294592084185e-10,***
ZBTB16,-0.5153330249907727,-0.06013818082524655,-0.45519484416552614,3718.0,3.132384217167663e-10,4.007735423061092e-10,***
ZNF251,1.6312234691846337,1.9599209770969273,-0.3286975079122936,3761.0,5.251425993693093e-10,6.700589997417144e-10,***
HBP1,1.0582929203387605,0.9875356857498521,0.07075723458890848,10378.0,5.574310800609913e-10,7.093196577342858e-10,***
E2F5,0.9418412920161989,0.627616496258071,0.3142247957581279,10365.0,6.507176295128808e-10,8.2577481788727e-10,***
ZNF146,0.6206239075122246,0.9308683780977773,-0.3102444705855527,3808.0,9.170511638079432e-10,1.160604047420893e-09,***
ETV6,1.9493619896735916,2.0580367779770112,-0.10867478830341959,3839.0,1.3191116469982012e-09,1.6649328085085405e-09,***
ZNF280B,-1.9535753337338853,-2.045637851057085,0.0920625173231997,10242.0,2.733574072435981e-09,3.4409139941444826e-09,***
ZNF383,0.8248636669249154,0.9811508395260671,-0.15628717260115166,3948.0,4.613698689995801e-09,5.791928194161395e-09,***
NR1H2,1.2450383347412124,1.20113424066209,0.043904094079122435,10180.0,5.525568995513082e-09,6.918071637813966e-09,***
ZNF529,1.3793021259540281,1.8846678154929242,-0.505365689538896,4015.0,9.761149625438279e-09,1.2188387366523197e-08,***
ZBED6,1.220995776391951,1.147224264337999,0.07377151205395194,10101.0,1.3290141165095852e-08,1.655065579759937e-08,***
MGA,1.1126216663876243,1.0722006060044436,0.04042106038318072,10060.0,2.0781663579232237e-08,2.5811268328461316e-08,***
GLI4,2.63395908693146,2.7447171597234084,-0.11075807279194816,4140.0,3.791592471824277e-08,4.6967471733207886e-08,***
ATF5,2.5190775230112914,2.283895396801695,0.23518212620959655,9978.0,4.9943755487592086e-08,6.170299950451191e-08,***
SNAPC5,0.9083519365703112,1.1207224737897499,-0.21237053721943866,4181.0,5.8486910805493675e-08,7.2066985082231e-08,***
TET2,3.890167416473391,4.189989675122517,-0.29982225864912593,4197.0,6.915755957158017e-08,8.499100084191562e-08,***
NACC2,1.1061649285915456,1.2326427952498107,-0.1264778666582651,4208.0,7.75632634654372e-08,9.507098172797682e-08,***
LTF,-6.347585031781011,-3.4855680015665573,-2.862017030214454,4282.0,1.6600358687704043e-07,2.0294155777899968e-07,***
CAMTA1,2.406361848106479,2.5064742952100643,-0.10011244710358547,4473.0,1.0853604653560682e-06,1.3234029695072685e-06,***
GABPA,2.1083588658809616,2.2060328776481057,-0.09767401176714419,4479.0,1.1489906810201303e-06,1.3973402292614605e-06,***
TP53,0.9424370271931974,1.2357168601970088,-0.29327983300381133,4527.0,1.8044445091422353e-06,2.188767755245257e-06,***
ZZZ3,1.5351407291339714,1.652551919153831,-0.11741119001985956,4610.0,3.866255942232367e-06,4.67756871767491e-06,***
SGSM2,-0.12764519344360703,-0.051655158827817946,-0.07599003461578908,4632.0,4.713141979307924e-06,5.687434894927133e-06,***
ZBTB1,0.37879137712882427,0.4625612776496058,-0.08376990052078154,4655.0,5.787341786895289e-06,6.965692305361081e-06,***
ZBTB45,1.040695940918377,0.9944861823543867,0.04620975856399023,9466.0,7.0936535546939896e-06,8.516031388283016e-06,***
TBX21,0.45325311513846056,0.8092226913792875,-0.3559695762408269,4777.0,1.669043715534537e-05,1.9985728593708433e-05,***
FOXO1,1.9149599103438812,1.7795072150961975,0.13545269524768377,9331.0,2.259599609605771e-05,2.698805671830934e-05,***
ZNF367,-0.030541761618213398,0.058115545772896904,-0.0886573073911103,4828.0,2.5602936247986145e-05,3.0501457213799818e-05,***
PPARD,2.1348825333049257,2.5621999196842133,-0.4273173863792876,4861.0,3.361240340484803e-05,3.994145646326725e-05,***
MTERF4,1.5169415865969573,1.557569976328565,-0.04062838973160776,4871.0,3.647593529445398e-05,4.3234166960685294e-05,***
MAFB,2.5931368834776753,2.4276892971614283,0.165447586316247,9252.0,4.3260883774012485e-05,5.114641195560464e-05,***
TFEC,1.9247911561134474,2.158091302469571,-0.2333001463561235,4931.0,5.915363012598229e-05,6.975945774958012e-05,***
ZNF700,2.3880044560826343,2.7370992285712896,-0.3490947724886553,4932.0,5.962611125009338e-05,7.013953136975721e-05,***
KLF12,1.3552103611598825,1.8265127454162278,-0.4713023842563453,4963.0,7.617653842460973e-05,8.938302372937875e-05,***
ZNF860,-0.7200102506172068,-0.40737657331988514,-0.31263367729732167,4964.0,7.677674401251343e-05,8.98615023905859e-05,***
ZNF770,0.9673312403793416,1.0992326446335876,-0.131901404254246,4969.0,7.984544219932543e-05,9.321955376771245e-05,***
ZNF845,2.1660922390572157,2.32926218716743,-0.16316994811021424,5060.0,0.00016057172428617542,0.00018699998813377535,***
ZNF829,-0.2816515188352545,-0.37614790488342953,0.09449638604817501,9060.0,0.00019217087300684403,0.00022324327784625913,***
ZSCAN12,-3.7017557056101182,-3.8469318971396516,0.14517619152953332,9056.0,0.00019797458770070422,0.00022941472073505925,***
RLF,1.2781755931971042,1.204464970694226,0.07371062250287808,9019.0,0.0002600387432726528,0.00030058933937705167,***
ZNF184,0.8384063011154114,0.9502139643276948,-0.11180766321228341,5150.0,0.00031184279320168066,0.0003595816899387281,***
TSHZ3,4.957574953092541,4.6923942925864335,0.26518066050610756,8963.0,0.00038950604917627435,0.0004480278940032515,***
ETS1,-0.9471460655434822,-1.2324453577091687,0.2852992921656865,8961.0,0.0003950912582963373,0.00045333566983879486,***
ZNF566,0.8085341096229866,0.8632208818716067,-0.054686772248620175,5273.0,0.0007395620502868058,0.0008465085232449468,***
RFX1,1.5622839189404392,1.6171509276025207,-0.054867008662081496,5288.0,0.0008188813645624872,0.0009350063502461651,***
RFX5,1.1894127699297092,0.7429320529720983,0.44648071695761093,8853.0,0.0008356635893879745,0.0009518412103516685,***
ZNF800,2.542936146268622,2.6764474460240666,-0.1335112997554444,5329.0,0.0010777379952241696,0.001224583074865419,**
GFI1,2.1052995210347736,2.468408947255483,-0.3631094262207095,5335.0,0.0011214202997811987,0.0012711244660141257,**
ZNF8,0.8402882244448289,0.9506025285320079,-0.11031430408717902,5359.0,0.001313027282266286,0.0014847063942333063,**
NR1D2,1.7210520654041694,1.8102696372956866,-0.08921757189151713,5374.0,0.0014476749306792556,0.001633005296200996,**
LEF1,2.95800556551372,3.3003805350580593,-0.34237496954433944,5387.0,0.001574545504664006,0.0017718379534411826,**
RBAK,2.1773127883519416,2.266538860347099,-0.08922607199515742,5413.0,0.0018595143533422292,0.0020874836610837045,**
BCL11B,1.2156836892339218,1.377122290335398,-0.16143860110147612,5534.0,0.003917004639034707,0.004386669463859013,**
PATZ1,1.171986305798869,1.1277065754289786,0.044279730369890524,8558.0,0.005316512815310859,0.005939740394139166,**
TCF7,3.3910133637068247,3.738057232190057,-0.3470438684832322,5588.0,0.005378404091356109,0.005994545848838432,**
ZNF574,0.6305990796179108,0.6625328268954198,-0.03193374727750897,5689.0,0.009488107962890707,0.010549872425404666,*
NR3C2,1.1668510983899842,1.2096895194693955,-0.04283842107941127,5693.0,0.009697248190285664,0.010756804999675547,*
ZNF160,0.9186761093508652,1.7271583163085125,-0.8084822069576473,5712.0,0.010747818835822131,0.011893913261442974,*
ASH1L,1.6564355137912647,1.6442660332172236,0.012169480574041103,8399.0,0.012814770924738783,0.014147749460645419,*
SATB1,1.865351011160341,1.7837142246099171,0.08163678655042395,8370.0,0.014913866158329127,0.016426357301744583,*
SCML4,0.7985091097752162,0.8367090454175061,-0.03819993564228996,5775.0,0.014991362288089729,0.016472861620089183,*
ZNF202,1.3730863560301374,1.5591073421562227,-0.1860209861260853,5806.0,0.017576392149401314,0.019268016745939937,*
CREB3,2.125077444491959,2.1048362679640737,0.020241176527885152,8318.0,0.019444501558864746,0.021266000533934043,*
BPTF,3.0644937417484197,3.249015770705201,-0.18452202895678127,5834.0,0.020238990598998318,0.02208319768629022,*
ZNF92,0.8154907738542811,0.8011748101871201,0.014315963667161036,8302.0,0.021061656768753198,0.022927258067617116,*
ZNF138,-0.64727401742119,-0.5486944823222155,-0.09857953509897444,5847.0,0.021590489958629014,0.023448276303906394,*
ZNF451,1.4311227647829714,1.5085967516125005,-0.0774739868295291,5903.0,0.028348851682420784,0.030716737205778437,*
ZEB1,1.056573341947403,1.0165351341838758,0.04003820776352729,8164.0,0.040564728525009454,0.04385122273421161,*
MYSM1,3.6447811548138445,3.7951450235305146,-0.15036386871667018,6045.0,0.054105122057102085,0.05835356120246345,ns
ZNF518A,1.0111988628444362,1.058701772104433,-0.047502909259996784,6058.0,0.05722314587572455,0.06157421457134416,ns
ZNF804A,2.240800785883577,2.1583120714659287,0.08248871441764827,8067.0,0.06204790244334821,0.06661234584147957,ns
ZNF549,-0.38181008851103665,-0.3198774691726497,-0.06193261933838695,6106.0,0.07005709148649755,0.07503821496374852,ns
ZNF354C,0.028728205206396247,0.1044430173393891,-0.07571481213299286,6197.0,0.1008388250333851,0.10776139883430398,ns
RFX2,6.192463278285443,5.9606751095140424,0.2317881687714003,7941.0,0.10319813906285596,0.11003089256245145,ns
ZNF506,1.8041779494237713,1.909100174403596,-0.10492222497982473,6324.0,0.16076184195176968,0.17101544462750898,ns
ATF3,1.4536710099482066,1.6771846204198768,-0.22351361047167018,6358.0,0.18066163834246496,0.19174769342257075,ns
CDC5L,1.6090724143808461,1.6099370458421483,-0.0008646314613021122,7781.0,0.18373606587314895,0.1945685776933346,ns
EOMES,0.8229429371460721,0.8664269161929109,-0.04348397904683876,6367.0,0.1862233762484079,0.1967563726425486,ns
ZBTB41,1.5294585111549392,1.5264845723743763,0.002973938780562957,7770.0,0.19063590244755346,0.20096380686909135,ns
ZNF507,-1.1183281353938939,-1.209471605039964,0.09114346964607023,7768.0,0.19191065109071936,0.20185196860217555,ns
CUX1,4.396129731438707,4.236965613121534,0.15916411831717348,7755.0,0.20034960276780345,0.2102545269495825,ns
ADNP,1.7639656856228307,1.7556230004048954,0.008342685217935353,7735.0,0.21385651477568401,0.2239259919287992,ns
DOT1L,2.223260945310459,2.321710739054163,-0.0984497937437041,6423.0,0.22369444043172748,0.2337031402273305,ns
MYPOP,-0.6253809347792443,-0.6057186166793245,-0.019662318099919807,6470.0,0.2590758632915283,0.27006345570791007,ns
ZNF91,-0.5707349023653367,-0.5951286696236537,0.02439376725831699,7537.0,0.3834655390680132,0.39883832237140787,ns
ZNF366,-0.21288564204772742,-0.25063866206617275,0.03775302001844533,7519.0,0.40216786969495555,0.41736087810565387,ns
NME2,-0.190270030723054,-0.2096486108145903,0.019378580091536285,6635.0,0.41279036851926254,0.4274348161829171,ns
ZNF44,0.7010053956328348,0.6897788481603879,0.01122654747244689,7481.0,0.4434041721747265,0.4581189124017639,ns
ZNF639,0.9701165567793817,1.0178468223335728,-0.04773026555419113,6697.0,0.48226507059634827,0.4971695098642266,ns
PHF21A,0.1845053090263597,0.122686399627791,0.0618189093985687,7443.0,0.48695562287980254,0.5008992860900171,ns
E2F4,1.4531922591915492,1.4407846539324418,0.012407605259107335,6748.0,0.5438680049367253,0.558211776495496,ns
ZNF493,-0.13758697343071818,-0.08664982824730799,-0.05093714518341019,6780.0,0.5844244092069086,0.598522366446549,ns
RORA,2.2500880493917297,2.267902306145669,-0.01781425675393944,6787.0,0.5934801866229684,0.6064666239670159,ns
MYBL1,1.3617819735793757,1.3339930022478834,0.027788971331492274,7340.0,0.6157357771190458,0.6278353884598131,ns
KMT2A,0.48470462363080247,0.4801891413785487,0.0045154822522537885,7321.0,0.6410338542483213,0.65220655759034,ns
POU2AF1,0.7195766757587804,0.7749009748445448,-0.05532429908576442,7293.0,0.6790805348506425,0.6894143690766305,ns
ZNF787,1.5447311740323437,1.5084040623346986,0.03632711169764513,6880.0,0.7193660088433148,0.7287286900863948,ns
ZNF14,1.008562034333943,1.01151845609981,-0.002956421765867079,7243.0,0.7490407197812137,0.7571472210775472,ns
VEZF1,2.4155007356976195,2.420515170849332,-0.005014435151712515,7215.0,0.7891851645776812,0.7960031789584818,ns
BACH2,2.1206827019683114,2.1322335494206253,-0.011550847452313828,6941.0,0.8065697918026249,0.8117846826979005,ns
ZBTB37,1.4923577354547555,1.4934084449892855,-0.0010507095345300144,7195.0,0.8182134470546203,0.8217326446763606,ns
ZNF302,1.0285100208745772,1.0278609029309749,0.0006491179436023398,7159.0,0.8710715081712901,0.8710715081712901,ns
ZNF292,1.8333255760393627,1.9718418104391808,-0.13851623439981808,7159.0,0.8710715081712901,0.8710715081712901,ns
