TF,median_LPS,median_NS,effect,U,p,FDR,sig
ZNF506,1.822335484876374,1.8588386407483477,-0.036503155871973725,5907.0,0.601490479589138,0.6160001183511566,ns
ZNF292,1.7145377799767973,1.8121449341710893,-0.097607154194292,5887.0,0.6325842142659137,0.6464263196109009,ns
ZNF518A,1.0295062924488163,1.0385704252704069,-0.009064132821590576,5476.0,0.6691591809323243,0.6823085971515185,ns
BCL11B,1.2533253717532387,1.3412220527550363,-0.0878966810017976,5477.0,0.6707681605454123,0.6824591088773585,ns
ZNF354C,0.0608265701333005,0.056965113827313646,0.003861456305986853,5861.0,0.6739906466320258,0.6842470260372957,ns
BPTF,3.1069665594682467,3.1740421070845097,-0.067075547616263,5534.0,0.7647706628986016,0.7747242940860021,ns
ZNF138,-0.6275808312357032,-0.5969505652866427,-0.030630265949060487,5552.0,0.7952703475117525,0.8038771694545204,ns
ZNF549,-0.37505633182859127,-0.35854907227227883,-0.016507259556312437,5773.0,0.8209301876061046,0.8280224570454662,ns
CUX1,4.321094201211382,4.347187483009085,-0.026093281797702872,5587.0,0.8554390057706616,0.8609698614114202,ns
PHF21A,0.0900561974395146,0.0772392532436671,0.012816944195847502,5732.0,0.8919720799212973,0.8958085189747224,ns
MYSM1,3.6901817396751406,3.7649191356762417,-0.07473739600110108,5622.0,0.9164604582783615,0.9184271116223065,ns
RFX2,6.167804548251159,6.08088545225126,0.08691909599989955,5710.0,0.9304910162407298,0.9304910162407298,ns
