TF,median_LPS,median_NS,effect,U,p,n_LPS,n_NS,FDR,sig
RXRA,6.149990636878654,11.020716027406753,-4.870725390528099,533.0,1.3451963572131075e-34,136,104,2.9218916224117267e-34,***
ZBTB47,5.586082771588367,10.422410193148988,-4.836327421560621,547.0,1.8599780158957879e-34,136,104,4.021341358441357e-34,***
ZNF428,3.5885780169130745,5.278737023460824,-1.6901590065477494,559.0,2.454086138144204e-34,136,104,5.2813743157296916e-34,***
TBX6,2.6243191359958224,4.665364118725229,-2.0410449827294066,569.0,3.090587428838251e-34,136,104,6.620662060859923e-34,***
PRR12,3.5645914566158323,6.0900252459104545,-2.525433789294622,588.0,4.785307916887781e-34,136,104,1.0204286745144263e-33,***
SP140,3.5269299668163105,1.2392820426343816,2.287647924181929,13554.0,5.01030524121252e-34,136,104,1.0635511580210213e-33,***
TFAP4,1.1985442920903773,4.051775996629554,-2.853231704539177,598.0,6.020334395205846e-34,136,104,1.2721702093036788e-33,***
BCL11A,0.2724747542738173,-1.0215375907747206,1.294012345048538,13540.0,6.908346967651302e-34,136,104,1.4532423576095308e-33,***
RBCK1,8.664899852362442,3.7748911240042964,4.890008728358145,13521.0,1.0671682765033789e-33,136,104,2.234832220300798e-33,***
ZFP3,-1.2486038791263898,-0.45776574425862837,-0.7908381348677614,630.0,1.2522015441506268e-33,136,104,2.6106166121354586e-33,***
USF2,1.3915146501135114,1.937015720633619,-0.5455010705201075,633.0,1.3409482622394285e-33,136,104,2.783212615403614e-33,***
KDM5B,1.4487516715413462,1.149047593412558,0.2997040781287883,13510.0,1.3718972317209655e-33,136,104,2.8348495894411102e-33,***
ZXDC,1.3941119201954704,1.6960716301992185,-0.3019597100037481,655.0,2.213458859820705e-33,136,104,4.5536796807765164e-33,***
ZBTB46,4.7482563783454355,6.915432132645307,-2.1671757542998717,681.0,3.9935362308759954e-33,136,104,8.179743069381972e-33,***
ZBTB44,-0.6888917475638987,1.012582362879015,-1.7014741104429136,702.0,6.42108666649281e-33,136,104,1.309453045088272e-32,***
KLF3,1.5286362416272068,2.226650348116099,-0.6980141064888921,708.0,7.352149887241793e-33,136,104,1.4928060858008337e-32,***
PBX4,-1.4029277219474587,-2.21278339625187,0.8098556743044112,13428.0,8.805156354840732e-33,136,104,1.780090050956979e-32,***
IRF1,10.079311109424324,2.463710371591621,7.615600737832704,13418.0,1.1028178862891653e-32,136,104,2.2198963486941388e-32,***
NFIC,8.18577749674638,10.405709339647409,-2.219931842901028,732.0,1.2620918104098543e-32,136,104,2.529600323868678e-32,***
ATF2,1.3230327017011336,1.0878690516022789,0.23516365009885476,13407.0,1.412120677177098e-32,136,104,2.818206650605576e-32,***
ZNF516,2.2148729638260565,4.882110820399163,-2.6672378565731063,758.0,2.2611891523433518e-32,136,104,4.4935120601887034e-32,***
KLF13,0.16291619438236893,2.844326738398034,-2.681410544015665,762.0,2.4729008305679337e-32,136,104,4.893409694386546e-32,***
ZNF691,1.8752856130503872,2.2992596597269657,-0.42397404667657845,801.0,5.900844279541923e-32,136,104,1.1627402019181765e-31,***
PREB,2.01556260109224,2.255171741694074,-0.23960914060183391,877.0,3.1646425909978367e-31,136,104,6.209613823512563e-31,***
NFIL3,-1.542197598895911,-2.562022883908832,1.0198252850129212,13217.0,9.449701124068752e-31,136,104,1.8464478765439782e-30,***
ZNF324B,0.30617152359785266,0.7470226934133192,-0.4408511698154665,947.0,1.4601346167848408e-30,136,104,2.8411786084938363e-30,***
BATF2,9.385973154581102,2.3762649168501806,7.009708237730921,13188.0,1.775143607541221e-30,136,104,3.439801098430498e-30,***
ZNF32,-0.6563364239864017,0.06834666825102229,-0.724683092237424,977.0,2.797156640131934e-30,136,104,5.3978188055438554e-30,***
ZNF785,4.029335403614489,4.833447499502259,-0.8041120958877697,1002.0,4.796707889355564e-30,136,104,9.180584362004297e-30,***
CEBPE,-1.3647830531917302,2.6378659810546377,-4.002649034246367,1002.0,4.796707889355564e-30,136,104,9.180584362004297e-30,***
ZNF33B,-3.0265742813421106,-2.043205722754611,-0.9833685585874994,1037.0,1.0168733537221775e-29,136,104,1.938285127299008e-29,***
NR1D1,1.5475424547733652,1.9685434489870173,-0.4210009942136521,1040.0,1.0843037557353525e-29,136,104,2.058414040359389e-29,***
NFX1,0.3510955984436085,1.6399471362224098,-1.2888515377788012,1082.0,2.655182143388054e-29,136,104,5.0201217043004913e-29,***
ZNF333,1.8313127153546778,2.293213981388284,-0.4619012660336064,1096.0,3.573940350295355e-29,136,104,6.729960256402946e-29,***
XBP1,0.5551824751089807,-0.5281394444738727,1.0833219195828534,13045.0,3.8085776914238447e-29,136,104,7.142995108011789e-29,***
ELK3,1.3323457381439354,0.8130741400573993,0.5192715980865361,13020.0,6.461913142000525e-29,136,104,1.2070853749256981e-28,***
JRK,4.1134603629014155,5.781020673796024,-1.6675603108946087,1139.0,8.864718320864871e-29,136,104,1.6493320541210737e-28,***
YBX3,1.2901628915398908,0.826553154983248,0.46360973655664284,12991.0,1.1898910625588464e-28,136,104,2.205075897678497e-28,***
TRAFD1,8.59548782462117,2.642385583280076,5.953102241341094,12982.0,1.4372572160358968e-28,136,104,2.652960948176932e-28,***
ZNF341,4.013169538468272,4.80228603337204,-0.7891164949037677,1176.0,1.9270291002330228e-28,136,104,3.529108195328712e-28,***
MXD4,3.6726607901498936,5.022979055872549,-1.3503182657226551,1176.0,1.9270291002330228e-28,136,104,3.529108195328712e-28,***
ZNF599,2.916442458323936,4.511813349976572,-1.5953708916526361,1184.0,2.2778670104854606e-28,136,104,4.155327710534024e-28,***
HMGA1,1.3448854720708452,1.5566405205933238,-0.21175504852247862,1206.0,3.6040269844481293e-28,136,104,6.548951757732593e-28,***
PA2G4,3.6245801964720377,5.25880601549622,-1.6342258190241825,1209.0,3.836214867857925e-28,136,104,6.9438462918203535e-28,***
ZNF831,0.7611378939285727,2.285350456339409,-1.5242125624108365,1233.0,6.314378310841192e-28,136,104,1.1385384830744543e-27,***
ZNF296,1.2296589523277097,1.3342777997097564,-0.10461884738204663,1243.0,7.766957800401215e-28,136,104,1.3950651126105259e-27,***
ZNF76,6.2082687216535195,8.292603198539254,-2.0843344768857346,1273.0,1.442454026505119e-27,136,104,2.5809426451260175e-27,***
ARNT,3.5985702208571455,5.135618083202379,-1.5370478623452337,1323.0,4.0193323776663934e-27,136,104,7.164229848741243e-27,***
GMEB2,4.447088725326655,4.919079705344804,-0.4719909800181492,1331.0,4.731626096393885e-27,136,104,8.401784741505492e-27,***
ZNF697,9.80357857543963,6.470395130723163,3.333183444716467,12807.0,5.3467404736299474e-27,136,104,9.458059852974187e-27,***
ZNF581,2.813610384210615,3.4875956101492696,-0.6739852259386545,1366.0,9.635329455307702e-27,136,104,1.6979995681617725e-26,***
ZKSCAN5,-0.9790180544512546,-1.2340782549136828,0.2550602004624283,12697.0,4.9150183522937033e-26,136,104,8.628998385417893e-26,***
TFCP2,1.272977327585401,1.356144953286945,-0.0831676257015439,1450.0,5.218476224542068e-26,136,104,9.127447179255227e-26,***
THYN1,-2.417444431176607,-1.2650605216709259,-1.1523839095056811,1453.0,5.540495825349313e-26,136,104,9.654520710590033e-26,***
ZNF446,3.6041196212521514,4.676193777081295,-1.0720741558291436,1470.0,7.774136731259652e-26,136,104,1.3496363767651515e-25,***
TCF3,2.473209689552249,3.164104772939851,-0.690895083387602,1476.0,8.759241176868047e-26,136,104,1.515024307258288e-25,***
ZNF133,0.9203305685582568,1.125362250787457,-0.2050316822292002,1524.0,2.2647312227975e-25,136,104,3.902691811979455e-25,***
ZNF497,1.073512025968538,1.6303999997889735,-0.5568879738204355,1529.0,2.4991356627298524e-25,136,104,4.290795420936916e-25,***
ZNF696,0.6000723300623138,0.765006140788836,-0.16493381072652225,1535.0,2.812338669208133e-25,136,104,4.810850397509883e-25,***
STAT1,7.908361075656805,2.9652317157732044,4.9431293598836,12572.0,5.808648932007363e-25,136,104,9.90014252280087e-25,***
ZSCAN20,2.712952559832576,2.0693203413901875,0.6436322184423884,12548.0,9.274598627153869e-25,136,104,1.5749954759566751e-24,***
FOXO3,2.2910296555211955,1.3125535650143845,0.9784760905068111,12546.0,9.642523993688605e-25,136,104,1.6315430090770211e-24,***
STAT6,3.71672962495441,3.9272159192166933,-0.21048629426228338,1612.0,1.265581921792653e-24,136,104,2.133670604610718e-24,***
NFYC,3.047327378767172,3.5492550799570735,-0.5019277011899015,1666.0,3.589512304833866e-24,136,104,6.02986419553027e-24,***
IKZF1,1.7045969669774514,1.2602152705384304,0.44438169643902103,12442.0,7.15173637764203e-24,136,104,1.1970827556841677e-23,***
FOSL1,3.583733049743101,1.4448073319309662,2.1389257178121346,12433.0,8.490803382641904e-24,136,104,1.4161447070334893e-23,***
ZNF438,8.12898878273857,6.363568251874463,1.765420530864107,12392.0,1.849077525595001e-23,136,104,3.073022079903436e-23,***
CARF,1.1573905936535476,2.2354006178094292,-1.0780100241558817,1773.0,2.748491650768928e-23,136,104,4.551580145067693e-23,***
ZBTB18,2.8260103449199985,3.736642957221538,-0.9106326123015394,1791.0,3.855767854542788e-23,136,104,6.362698191065306e-23,***
MZF1,6.3468840582757995,7.096551794153205,-0.7496677358774058,1793.0,4.0032780533067113e-23,136,104,6.582855108782515e-23,***
THAP8,1.6954448179033794,3.734078000575307,-2.0386331826719277,1801.0,4.651303713228815e-23,136,104,7.62160994413283e-23,***
POGK,1.7360928414544805,1.834362642470954,-0.09826980101647353,1823.0,7.018788116438063e-23,136,104,1.1460748427890124e-22,***
ZNF234,0.8678293677606026,1.1429231005307208,-0.27509373277011817,1853.0,1.2267212463351957e-22,136,104,1.9960934565802662e-22,***
VDR,9.679793530847666,7.674885247640593,2.0049082832070733,12270.0,1.8099802409504433e-22,136,104,2.934933237930059e-22,***
CCDC17,1.0782490519622216,1.2553789652579042,-0.1771299132956825,1875.0,1.8437471845175793e-22,136,104,2.979342336227369e-22,***
DNTTIP1,3.433772206761283,4.425180635567065,-0.9914084288057818,1886.0,2.258938273641569e-22,136,104,3.6376695647952163e-22,***
IRF3,5.748608234749664,6.835704878034762,-1.087096643285098,1894.0,2.6178029657489275e-22,136,104,4.2010789862706154e-22,***
TCF7L2,4.392878651294833,2.8809512949082476,1.5119273563865852,12248.0,2.7160012582270146e-22,136,104,4.343741738328822e-22,***
ANKZF1,1.3566696657319293,3.295428128947763,-1.9387584632158337,1947.0,6.913631314623031e-22,136,104,1.098185654397604e-21,***
SMAD3,-1.967639308443316,-1.2784081262708087,-0.6892311821725072,1947.0,6.913631314623031e-22,136,104,1.098185654397604e-21,***
ZBTB11,1.958484693702753,3.4535347043222395,-1.4950500106194866,1982.0,1.3058776629609625e-21,136,104,2.067270741026337e-21,***
ZNF576,1.478424684661091,1.7147576144483603,-0.23633292978726939,1991.0,1.5368262935273673e-21,136,104,2.4246549968827043e-21,***
ZNF768,1.3264600303604461,1.8634806512843043,-0.5370206209238582,2011.0,2.204685451428286e-21,136,104,3.46662661891249e-21,***
HMBOX1,3.6913298043523275,4.0055334405353165,-0.31420363618298897,2047.0,4.206500410281513e-21,136,104,6.592066079199552e-21,***
E2F6,1.053471889624557,1.3530549922165453,-0.2995831025919884,2060.0,5.305882238225176e-21,136,104,8.287113729936981e-21,***
ZBTB4,-0.15938242818064188,0.7042053167404154,-0.8635877449210573,2076.0,7.055265157321542e-21,136,104,1.09826960948972e-20,***
SNAPC4,3.9336437251103424,4.269545815612462,-0.3359020905021195,2102.0,1.1188981433590171e-20,136,104,1.7359648935171462e-20,***
CXXC1,5.566781717654194,6.161449907926135,-0.5946681902719417,2108.0,1.2441225900773638e-20,136,104,1.92385844227195e-20,***
PRDM2,-0.08424643348929561,-0.3934332488577824,0.3091868153684868,11992.0,2.6981466353281374e-20,136,104,4.1585296326674595e-20,***
CTCF,1.7315581989822246,1.8562719452783387,-0.12471374629611409,2163.0,3.270835559867852e-20,136,104,5.0246059422969964e-20,***
ZNF671,-0.3346547468244805,-0.1535187465807325,-0.18113600024374799,2223.0,9.276860379184559e-20,136,104,1.4204241957636685e-19,***
ZNF500,3.0171918285109625,3.277004148596758,-0.25981232008579536,2231.0,1.0650143653702532e-19,136,104,1.6253650608755173e-19,***
RARA,3.4384633068872796,3.8881542842849823,-0.4496909773977027,2239.0,1.2223995179880616e-19,136,104,1.8594807000013838e-19,***
PAX5,1.1116219486511678,-0.04405630394766763,1.1556782525988354,11904.0,1.243622529299349e-19,136,104,1.8856224713727143e-19,***
REXO4,2.6638698016176283,3.4006302973768756,-0.7367604957592473,2250.0,1.4769288000980105e-19,136,104,2.232122167138417e-19,***
ZNF683,-0.42548069273105815,0.7787066355123518,-1.20418732824341,2309.0,4.044287242858685e-19,136,104,6.092523040048406e-19,***
ZBTB25,2.0804748490124494,2.890253050032582,-0.8097782010201326,2313.0,4.328240768994346e-19,136,104,6.499319739936847e-19,***
ZNF362,0.7102642417922649,1.1214805568799253,-0.41121631508766043,2347.0,7.688212714998924e-19,136,104,1.1507677365078516e-18,***
ZNF710,5.6194348628930895,6.990350158158595,-1.3709152952655055,2399.0,1.8367794041816655e-18,136,104,2.7404983442582677e-18,***
ZNF248,1.6550162560284045,2.1407564414519893,-0.48574018542358477,2460.0,5.0413430908744576e-18,136,104,7.497793705217745e-18,***
NFATC2,2.3732324531239204,2.017806268325342,0.35542618479857824,11676.0,5.7495818431911446e-18,136,104,8.523983240540522e-18,***
GATA2,0.36501194595441466,-0.15172142113959408,0.5167333670940087,11660.0,7.47354026036459e-18,136,104,1.1044757283513492e-17,***
ZKSCAN8,0.5207394292098824,1.1988679512698588,-0.6781285220599764,2505.0,1.0529812108830118e-17,136,104,1.5512373043607775e-17,***
SPI1,8.5019514374834,10.072119423780315,-1.570167986296914,2506.0,1.070272133098041e-17,136,104,1.5717518432603306e-17,***
ZEB2,6.936501217255195,5.519883037127851,1.4166181801273439,11633.0,1.1610196062631084e-17,136,104,1.6996744706108828e-17,***
ZNF688,1.1667541585981758,1.2881979817713087,-0.12144382317313296,2551.0,2.2194416472820563e-17,136,104,3.238997654002251e-17,***
THAP7,5.171254885083587,5.576697852674091,-0.4054429675905036,2592.0,4.287231569986832e-17,136,104,6.23718736194346e-17,***
CREBZF,1.9658343623998542,2.4724861905113436,-0.5066518281114893,2666.0,1.386218090623571e-16,136,104,2.0104467339167941e-16,***
ZNF668,2.8994608969242317,3.127516974174855,-0.22805607725062327,2711.0,2.803612953770529e-16,136,104,4.0535208960087833e-16,***
TSHZ2,1.484751002427893,1.2727547460546598,0.21199625637323316,11431.0,2.8922920057868693e-16,136,104,4.1688282922915674e-16,***
ARID3A,5.501887445852851,4.691793166732811,0.8100942791200394,11359.0,8.792099991861383e-16,136,104,1.2633571372920817e-15,***
KAT7,1.348647829505748,1.5674726752882044,-0.21882484578245642,2834.0,1.8545173047502085e-15,136,104,2.6566244825716173e-15,***
ZNF654,1.308146730047494,1.166339638171424,0.1418070918760701,11292.0,2.4344085753510225e-15,136,104,3.476663011281124e-15,***
ZNF395,1.2848285667750436,3.205537093437931,-1.9207085266628872,2865.0,2.9609394990148993e-15,136,104,4.215727884268165e-15,***
AKNA,3.0552277635135123,4.076047006133075,-1.020819242619563,2875.0,3.440873045677759e-15,136,104,4.8841571803389465e-15,***
MXI1,0.6948932959432033,1.8466009927100298,-1.1517076967668265,2885.0,3.997211524708247e-15,136,104,5.656659945571974e-15,***
GMEB1,2.0286508432715755,1.4990490446215445,0.529601798650031,11247.0,4.782604696370493e-15,136,104,6.7476628193505134e-15,***
SOX13,-0.13696439390541415,0.7223930789875854,-0.8593574728929996,2967.0,1.3483481677396741e-14,136,104,1.89662227209165e-14,***
SLC2A4RG,1.201727485380732,1.476474792284732,-0.27474730690400007,2974.0,1.4942045007590715e-14,136,104,2.095475981545004e-14,***
ZNF821,1.3307422933229667,1.7792234143954446,-0.44848112107247795,2983.0,1.7047267968885064e-14,136,104,2.3835551321764447e-14,***
ZNF623,1.4636447828087695,1.666412784819437,-0.20276800201066747,2985.0,1.755332060438494e-14,136,104,2.4469852902232142e-14,***
RFX7,0.19004957998159822,1.024694082258762,-0.8346445022771638,2989.0,1.8610164711650896e-14,136,104,2.586591345339574e-14,***
ZNF548,3.4879013803355825,3.7821437161421074,-0.2942423358065249,3003.0,2.2825948378202933e-14,136,104,3.163121036385985e-14,***
TMF1,1.069522105846249,0.9688752741127105,0.1006468317335385,11117.0,3.2341714314075596e-14,136,104,4.4685149658796756e-14,***
TET1,2.204570348240032,2.534187420994191,-0.32961707275415897,3038.0,3.791707878611413e-14,136,104,5.2233851897095275e-14,***
ZNF224,2.9208235621691228,3.136390835785485,-0.21556727361636208,3103.0,9.622117063927206e-14,136,104,1.3216260790747076e-13,***
ZNF345,2.0795476101647146,2.3900360082176926,-0.310488398052978,3106.0,1.0041150554164228e-13,136,104,1.3751370407022566e-13,***
ZNF606,2.587826357633074,2.8177137027958774,-0.2298873451628034,3107.0,1.0184774517970858e-13,136,104,1.3907279824246757e-13,***
MAFF,3.237125766657734,2.109994448071798,1.1271313185859362,11009.0,1.5137118143579476e-13,136,104,2.060942907595223e-13,***
RORC,-1.914591025828511,-0.8322356244984033,-1.0823554013301078,3136.0,1.5352090880822157e-13,136,104,2.0841355934139382e-13,***
GATA3,1.4896887533340064,1.6380095222869675,-0.1483207689529611,3165.0,2.307380257770203e-13,136,104,3.1233234213874924e-13,***
ZNF761,2.0024512505560286,2.166966792675873,-0.16451554211984432,3213.0,4.500148888120442e-13,136,104,6.073900377896666e-13,***
ZNF721,-1.2468490845360847,-0.5522157204895377,-0.694633364046547,3224.0,5.23868460786591e-13,136,104,7.03007388469362e-13,***
ZNF25,1.9210690685236163,2.2510267272319298,-0.3299576587083135,3224.0,5.23868460786591e-13,136,104,7.03007388469362e-13,***
ELK4,0.6979000239056035,0.4725044548458137,0.22539556905978975,10911.0,5.930389810866407e-13,136,104,7.935507282735278e-13,***
MTERF3,-0.023649089970771343,0.08982380690916036,-0.1134728968799317,3314.0,1.7879572084637421e-12,136,104,2.385645761007336e-12,***
E4F1,3.5047036273862884,3.6720176723758726,-0.16731404498958424,3322.0,1.9913987387743996e-12,136,104,2.649524817685597e-12,***
USF3,0.10431953356221789,0.061113138500754415,0.043206395061463475,10777.0,3.6360048042689432e-12,136,104,4.823904101118171e-12,***
CREBL2,2.6783343522009906,3.1577814393418127,-0.47944708714082207,3374.0,3.990467965710561e-12,136,104,5.279174334240317e-12,***
ZNF354B,2.121481497058183,2.3499718513996353,-0.22849035434145248,3417.0,7.0400958965348155e-12,136,104,9.28735814599367e-12,***
NFE2L1,0.16431881601009637,-0.37103702175856257,0.5353558377686589,10723.0,7.419470132295638e-12,136,104,9.760260709245248e-12,***
ZGPAT,1.0944693649557031,1.0220352475407797,0.07243411741492345,10680.0,1.2998593691721444e-11,136,104,1.7051525994477287e-11,***
SPIB,1.4480941025108498,0.8689857967915251,0.5791083057193247,10667.0,1.5380624541116064e-11,136,104,2.011975255098376e-11,***
AHR,1.5473018651412516,1.4167047831375146,0.130597082003737,10576.0,4.913891402716095e-11,136,104,6.410020349353118e-11,***
TIGD1,1.915467547364178,2.0367301054687483,-0.12126255810457032,3569.0,4.9762256427354916e-11,136,104,6.473251741385723e-11,***
ATF6,3.2578854718118535,2.9741349065877403,0.28375056522411324,10572.0,5.167906060429733e-11,136,104,6.703922583946348e-11,***
THAP12,2.517137174006807,2.8238682870670138,-0.3067311130602066,3597.0,7.072588288530098e-11,136,104,9.149303963278549e-11,***
HBP1,1.1038020010092806,1.0349319260662058,0.06887007494307484,10486.0,1.5070767185000162e-10,136,104,1.9442122307721204e-10,***
VENTX,1.7363027156014694,1.952834108128049,-0.2165313925265795,3665.0,1.6424133216326936e-10,136,104,2.112967000557763e-10,***
ZBTB16,-0.3219168021414074,0.09548769636313637,-0.41740449850454375,3685.0,2.0978988124862163e-10,136,104,2.6915350149205027e-10,***
ZBED6,1.1590807565577457,1.08754356591422,0.0715371906435256,10419.0,3.4087407443444265e-10,136,104,4.36132034961328e-10,***
NR1H2,1.2683832326802322,1.2228829979930624,0.045500234687169794,10407.0,3.938857829026207e-10,136,104,5.025810399331253e-10,***
ZNF251,1.8738050122403904,2.171224651010162,-0.2974196387697714,3773.0,6.059097241142863e-10,136,104,7.71007741584119e-10,***
POU6F1,1.236264075699752,1.2866780955275017,-0.05041401982774962,3792.0,7.59174259198694e-10,136,104,9.634086387113862e-10,***
E2F5,1.0800128293387443,0.8021710436021274,0.2778417857366169,10337.0,9.063094588505387e-10,136,104,1.1470095319327955e-09,***
ZNF146,0.7501104871611676,1.0296068627985413,-0.27949637563737373,3809.0,9.279169899234325e-10,136,104,1.1711817143087648e-09,***
MGA,1.149236194353087,1.1084566777800053,0.040779516573081764,10315.0,1.1735638620824417e-09,136,104,1.4772353735646908e-09,***
ZNF383,1.017981735208401,1.1618200154249965,-0.1438382802165954,3921.0,3.3962974097883714e-09,136,104,4.26363142572895e-09,***
ZNF837,2.000690823237636,2.068462918368056,-0.06777209513042015,3986.0,7.070575323311248e-09,136,104,8.852436128649739e-09,***
ZNF529,1.813867708648286,2.2657733845059354,-0.4519056758576494,3987.0,7.149979361985021e-09,136,104,8.927915406542794e-09,***
ATF5,2.542516342306973,2.3225158434961943,0.22000049881077866,10079.0,1.690515057442236e-08,136,104,2.1052547515347314e-08,***
SNAPC5,1.0794896568256815,1.2734876324413262,-0.1939979756156447,4172.0,5.320498172666415e-08,136,104,6.608171932540468e-08,***
LTF,-5.354352612615156,-2.683604524103025,-2.6707480885121315,4193.0,6.632542721437649e-08,136,104,8.215908357855125e-08,***
ETV6,1.9323961034199408,2.0229465478605637,-0.09055044444062288,4208.0,7.75632634654372e-08,136,104,9.582551332899251e-08,***
GLI4,2.7341578359145515,2.826437470288056,-0.0922796343735044,4269.0,1.4542919368360555e-07,136,104,1.7919639432782003e-07,***
NACC2,1.177266769261075,1.285850544380124,-0.10858377511904904,4277.0,1.5777742605928207e-07,136,104,1.939001525518019e-07,***
TET2,4.0705159959149695,4.34307521612891,-0.27255922021394063,4312.0,2.24788908102188e-07,136,104,2.7552866163706507e-07,***
ZNF280B,-1.9450973857571356,-2.0145924845848366,0.069495098827701,9775.0,3.9650682840538804e-07,136,104,4.847347876055398e-07,***
TP53,1.1790482406760012,1.4481552488109495,-0.26910700813494826,4502.0,1.4278099724511919e-06,136,104,1.740958895913072e-06,***
ZBTB45,1.0847162469525817,1.038981649733636,0.045734597218945794,9576.0,2.6368904492671505e-06,136,104,3.2068433328327067e-06,***
SGSM2,-0.07021888268235377,0.0018747834789066377,-0.07209366616126041,4575.0,2.811721307103234e-06,136,104,3.4105814296550913e-06,***
ZBTB1,0.5198755462990897,0.5989979116376698,-0.07912236533858008,4584.0,3.0528969914739774e-06,136,104,3.6935308161097084e-06,***
GABPA,2.208539699669462,2.2928908764096647,-0.08435117674020276,4623.0,4.347170153735421e-06,136,104,5.2458099787970066e-06,***
FOXO1,1.9711505036362649,1.8390902345481384,0.13206026908812651,9481.0,6.213151790093447e-06,136,104,7.478200737045463e-06,***
ZZZ3,1.6382859750372174,1.7395243545939896,-0.10123837955677217,4713.0,9.635772729132356e-06,136,104,1.1567881399755297e-05,***
TBX21,0.7045969424022059,1.0270470568790984,-0.3224501144768924,4748.0,1.3034815868702873e-05,136,104,1.5608356437651903e-05,***
MAFB,2.6112367648620323,2.4473399738229387,0.1638967910390936,9360.0,1.7709170300472193e-05,136,104,2.115136197012919e-05,***
CAMTA1,2.4642217454851094,2.5422447541618287,-0.0780230086767193,4804.0,2.09564858631959e-05,136,104,2.4966017597225727e-05,***
ZNF367,-0.022423389061541926,0.05696061552591846,-0.0793840045874604,4839.0,2.804593822631203e-05,136,104,3.332685280327664e-05,***
ZNF860,-0.46498121314983243,-0.17864168327030827,-0.28633952987952416,4879.0,3.893200253488274e-05,136,104,4.614529234464527e-05,***
PPARD,2.3663048493937855,2.7480131200488396,-0.3817082706550541,4885.0,4.0876210642742154e-05,136,104,4.832706422825465e-05,***
KLF12,1.8200507800829877,2.241386465432172,-0.4213356853491841,4943.0,6.506481585979754e-05,136,104,7.673047728920568e-05,***
ZNF700,2.6711071800050687,2.983261943765596,-0.3121547637605273,4962.0,7.558077152485096e-05,136,104,8.890735592469874e-05,***
ZNF770,1.0925490338240138,1.2091160277558415,-0.11656699393182768,4992.0,9.551584534293626e-05,136,104,0.00011207512506319405,***
TFEC,2.064337691601277,2.2670125274501767,-0.2026748358488999,5000.0,0.00010161660129390112,136,104,0.00011893471880764867,***
RLF,1.3329548399177806,1.2632458238872664,0.06970901603051427,9122.0,0.00012034560389828468,136,104,0.00014050349255124737,***
TSHZ3,5.033074674294886,4.77854673239192,0.2545279419029658,9047.0,0.00021164056209117314,136,104,0.0002464741708144086,***
ZNF845,2.359372722504896,2.4992391466068913,-0.13986642410199535,5112.0,0.00023640350456110147,136,104,0.00027462795181600595,***
MTERF4,1.5140092848766062,1.5445258941375402,-0.030516609260933913,5151.0,0.0003141035317857738,136,104,0.0003639859785209836,***
ZNF184,0.9763998089605646,1.077165071899151,-0.10076526293858645,5153.0,0.0003186711143391279,136,104,0.0003683648772187444,***
ZNF829,-0.2544895062727124,-0.335662391303117,0.0811728850304046,8980.0,0.0003449242339649694,136,104,0.00039772745002874247,***
ASH1L,1.6711217883697884,1.6570528480901152,0.014068940279673203,8963.0,0.00038950604917627435,136,104,0.0004480278940032515,***
ETS1,-0.8930298767048792,-1.1395880016020659,0.24655812489718665,8901.0,0.0006018822639486762,136,104,0.000690611836029562,***
RFX5,1.2772712879244352,0.8764804805633093,0.40079080736112593,8853.0,0.0008356635893879745,136,104,0.000956507098637706,***
ZSCAN12,-3.7713954348401213,-3.8793095243012425,0.10791408946112124,8825.0,0.0010084162786039815,136,104,0.001151419076058825,**
ZNF566,0.8737428157112862,0.9225201882920204,-0.048777372580734224,5339.0,0.0011514451143693652,136,104,0.0013115240692938867,**
GFI1,2.41651660696131,2.740693854629031,-0.3241772476677207,5350.0,0.0012378866398014398,136,104,0.0014065524593364293,**
ZNF8,1.00006773268928,1.1015023972859788,-0.10143466459669881,5351.0,0.0012460350325906992,136,104,0.001412374660727807,**
ZNF800,2.786676546458742,2.906956508858462,-0.12027996239971994,5389.0,0.0015949487561287726,136,104,0.0018034892714579582,**
CREB3,2.1200132600305386,2.0930049134104767,0.027008346620061907,8750.0,0.0016470263095022305,136,104,0.0018578775037138685,**
LEF1,3.3277407557841716,3.637786541560257,-0.3100457857760852,5411.0,0.0018360162794448397,136,104,0.0020660713313270843,**
NR1D2,1.8538716676886116,1.9280120969131014,-0.07414042922448982,5438.0,0.002177489144660255,136,104,0.0024444409388373538,**
RFX1,1.588887290382748,1.6324799184145475,-0.04359262803179953,5487.0,0.002949484412667917,136,104,0.0033031396180237824,**
BCL11B,1.4610064156193945,1.6151583591916177,-0.15415194357222317,5519.0,0.0035807378608343266,136,104,0.0040004894282527044,**
PATZ1,1.2630162213379554,1.2226516170112784,0.04036460432667699,8607.0,0.003987605393114317,136,104,0.0044444193760963865,**
SATB1,1.8903745129642844,1.8075635496408329,0.0828109633234515,8598.0,0.004206394904734708,136,104,0.0046771105250264485,**
RBAK,2.25501196033587,2.3294017311408974,-0.0743897708050274,5593.0,0.005535988335979343,136,104,0.006140870671977086,**
TCF7,3.7405992133609787,4.045007992725974,-0.30440877936499566,5619.0,0.006424576795523284,136,104,0.007109661998837378,**
ZNF574,0.7480197723676154,0.7772767119046551,-0.029256939537039672,5631.0,0.006876411639894372,136,104,0.0075916885007817295,**
ZNF160,1.1004132558575181,1.8250071467509645,-0.7245938908934464,5708.0,0.010518593062244095,136,104,0.01158533716997168,*
ZNF92,0.881819893152444,0.8665309116181539,0.015288981534290147,8382.0,0.014011079700374388,136,104,0.015395704047234915,*
